Lot Area,Overall Qual,Mas Vnr Area,Bsmt Unf SF,2nd Flr SF,Full Bath,Fireplaces,Wood Deck SF,Open Porch SF,Mo Sold,SalePrice,anomaly
17120,4,0.0,0.0,468,2,1,0,59,7,134432,1
10106,5,0.0,112.0,547,2,0,140,0,9,127500,1
11235,5,0.0,197.0,0,1,0,64,0,5,148000,1
11200,5,0.0,134.0,0,1,0,0,0,2,129500,1
13014,6,39.0,480.0,0,1,1,168,0,12,157500,1
7162,5,41.0,876.0,0,1,0,0,0,12,109900,1
10265,5,0.0,234.0,0,1,0,204,0,7,145000,1
9764,5,0.0,192.0,0,1,0,0,0,5,130000,1
7703,6,40.0,0.0,0,1,1,311,0,5,153000,1
9981,5,340.0,852.0,0,1,0,0,90,3,120000,1
7400,5,0.0,0.0,0,1,0,178,0,3,152000,1
12900,4,0.0,0.0,0,0,0,120,0,1,108959,-1
12900,5,0.0,0.0,0,1,0,0,0,1,95541,1
9000,5,0.0,718.0,0,1,0,0,24,7,80000,1
8544,5,0.0,1228.0,0,1,0,0,65,6,149350,1
9239,5,0.0,326.0,0,1,0,168,0,5,144900,1
14175,6,0.0,212.0,0,1,1,102,89,6,185000,1
13284,5,0.0,319.0,0,1,1,511,116,6,165000,1
13500,6,0.0,93.0,0,1,1,409,0,3,235000,1
13825,5,0.0,533.0,580,1,0,280,34,12,140000,1
10200,5,0.0,672.0,0,1,0,168,0,8,108000,1
10532,5,275.0,0.0,0,2,2,50,84,12,145000,1
8375,5,0.0,240.0,486,1,0,0,0,6,152400,1
10200,5,0.0,160.0,0,1,0,143,0,6,144000,1
2887,6,0.0,288.0,0,1,1,307,0,11,173000,1
10005,7,299.0,768.0,866,2,1,288,117,3,192000,1
20270,7,0.0,925.0,0,2,2,140,0,4,245000,1
39104,7,0.0,96.0,0,1,2,81,0,4,241500,1
53227,4,0.0,248.0,0,1,2,224,137,3,256000,1
11512,6,84.0,300.0,0,1,1,0,0,5,177000,1
5190,7,0.0,570.0,462,1,1,135,0,1,125600,1
10452,6,216.0,594.0,0,1,2,0,0,6,155000,1
45600,6,0.0,907.0,1051,3,1,486,40,9,240000,-1
19550,5,0.0,545.0,0,1,2,0,39,1,260000,1
21780,6,0.0,1163.0,511,2,1,72,36,7,185000,1
13728,6,0.0,501.0,872,2,2,0,0,7,235000,1
9571,5,0.0,639.0,0,1,1,158,0,7,159900,1
9350,5,0.0,0.0,0,1,0,0,0,4,99600,1
9360,6,216.0,297.0,648,1,0,0,236,11,134500,1
8405,5,0.0,229.0,406,1,0,0,130,4,119000,1
7000,5,0.0,148.0,527,1,0,85,0,1,107500,1
10880,5,0.0,124.0,0,1,0,0,48,8,125000,1
9600,6,0.0,572.0,524,1,0,0,8,4,79000,1
9084,5,0.0,0.0,495,1,0,48,0,3,95000,1
11839,7,99.0,390.0,797,2,1,192,121,5,262280,1
9771,6,190.0,298.0,1721,2,1,48,32,6,260000,1
9938,7,251.0,331.0,0,2,1,424,40,4,226500,1
14171,7,0.0,457.0,1099,2,1,168,98,12,225000,1
10541,7,0.0,672.0,735,2,1,100,33,2,229000,1
10616,7,0.0,628.0,728,2,1,100,24,3,177439,1
9345,8,156.0,1615.0,0,2,1,168,30,5,248500,1
11778,9,554.0,186.0,0,2,2,0,0,6,475000,1
11778,9,402.0,598.0,0,2,2,216,36,12,395039,1
11228,7,0.0,499.0,1017,2,1,196,187,12,228000,1
11454,8,302.0,631.0,0,2,1,168,42,2,225000,1
11500,6,0.0,197.0,0,2,1,339,0,3,195000,1
12798,6,0.0,154.0,1072,2,0,403,114,5,200000,1
9750,5,0.0,268.0,0,1,0,168,0,8,155000,1
9525,5,0.0,1099.0,0,1,0,278,0,6,144000,1
9245,5,0.0,304.0,0,1,0,0,0,2,145000,1
8696,7,150.0,110.0,0,2,1,208,110,5,226001,1
13142,6,128.0,176.0,899,2,0,0,96,7,215700,1
8998,7,120.0,255.0,870,2,0,0,70,6,207500,1
9179,7,158.0,240.0,908,2,0,0,88,6,193000,1
8924,7,0.0,880.0,844,2,0,120,155,7,188000,1
9382,7,125.0,1468.0,0,2,0,120,25,7,191000,1
12803,7,99.0,572.0,0,2,1,192,36,9,221000,1
12435,7,172.0,602.0,829,2,1,0,96,5,231500,1
12192,7,0.0,265.0,895,2,0,192,36,5,235000,1
11250,7,162.0,434.0,866,2,1,0,42,9,223500,1
9200,5,0.0,167.0,0,1,0,145,0,7,130250,1
8385,5,220.0,390.0,0,2,0,210,0,11,149900,1
12250,5,180.0,83.0,0,1,0,211,0,5,158000,1
10970,6,0.0,0.0,0,1,0,0,0,10,147000,1
9216,5,176.0,782.0,0,1,1,0,0,9,143195,1
14330,5,0.0,180.0,0,2,0,140,0,8,163000,-1
7990,5,0.0,924.0,0,1,0,0,0,4,110000,1
7180,5,0.0,474.0,0,1,0,0,0,5,127000,1
7200,5,0.0,148.0,0,1,0,196,0,1,124900,1
9742,8,281.0,1777.0,0,2,1,171,159,9,230000,1
9473,8,28.0,324.0,903,2,1,0,211,3,237000,1
10316,7,0.0,257.0,873,2,1,0,184,6,235000,1
10400,7,227.0,1257.0,871,2,1,0,84,6,230500,1
9066,8,320.0,336.0,848,2,2,224,106,12,230000,1
11404,7,202.0,901.0,878,2,1,192,84,7,222500,1
9240,8,396.0,1055.0,1208,2,1,0,45,9,287000,1
9720,9,134.0,163.0,581,2,1,168,116,1,274000,1
14860,8,240.0,240.0,0,2,1,182,35,6,300000,1
11250,8,0.0,1128.0,1141,2,1,0,0,5,255900,1
8158,7,252.0,334.0,884,2,0,0,63,7,224900,1
10905,7,0.0,1129.0,1198,2,1,0,57,8,240000,1
7226,7,0.0,798.0,842,2,0,0,45,6,183000,1
11690,8,192.0,850.0,878,2,1,120,29,6,207000,1
8750,7,0.0,273.0,975,2,1,144,133,7,210000,1
4435,6,170.0,162.0,0,1,0,140,0,3,136500,1
4426,6,205.0,186.0,0,1,0,140,0,2,145000,1
13125,6,215.0,484.0,0,2,1,140,39,4,208900,1
10126,6,0.0,83.0,0,2,0,160,67,7,185000,1
9135,7,113.0,726.0,0,2,0,192,74,12,214000,1
8450,7,196.0,150.0,854,2,0,0,61,2,208500,1
9750,7,50.0,1421.0,0,2,0,0,35,6,186500,1
8450,7,266.0,490.0,0,2,0,139,98,4,210000,1
8320,7,0.0,280.0,812,2,0,0,45,9,185900,1
11049,8,0.0,1234.0,0,2,0,0,30,1,179900,1
11058,7,212.0,1508.0,0,2,0,0,24,2,218836,1
9627,7,0.0,1327.0,0,2,0,0,50,6,193000,1
8199,7,0.0,80.0,728,2,1,36,18,10,189000,1
4426,6,147.0,151.0,0,1,1,149,0,5,149300,1
4426,6,147.0,151.0,0,1,1,149,0,5,141000,1
4438,6,205.0,186.0,0,1,1,149,0,1,149000,1
4438,6,169.0,186.0,0,1,1,140,0,6,144500,1
8777,5,0.0,796.0,0,1,0,328,0,5,85000,1
8777,5,0.0,188.0,928,2,0,0,70,9,145900,1
9825,5,0.0,483.0,0,1,0,259,0,4,123000,1
9937,5,0.0,136.0,0,1,0,736,68,6,147500,1
12102,5,222.0,0.0,0,1,0,224,0,4,165000,1
6500,6,84.0,94.0,0,1,1,0,0,5,135000,1
13907,5,0.0,706.0,0,1,1,144,0,7,108000,1
10012,4,0.0,38.0,0,2,0,0,0,4,137500,1
6931,7,92.0,746.0,896,2,1,178,128,7,165400,1
9638,6,0.0,541.0,0,1,1,292,0,11,147000,1
7200,6,0.0,396.0,714,1,1,0,0,2,160500,1
7024,4,0.0,108.0,0,1,0,252,64,6,176000,1
47007,5,0.0,0.0,0,3,2,0,372,7,284700,-1
63887,10,796.0,466.0,950,2,3,214,292,1,160000,-1
3675,6,80.0,88.0,0,1,0,0,28,6,148000,1
6040,4,0.0,0.0,0,2,0,0,0,6,82000,1
6012,4,0.0,0.0,0,2,0,0,0,6,82000,1
12108,4,270.0,1307.0,0,2,0,0,0,9,118000,1
6845,4,58.0,0.0,0,2,0,0,0,7,82500,1
6931,4,0.0,0.0,0,1,0,112,0,5,91900,1
12180,5,0.0,585.0,468,1,0,42,0,1,120000,1
8050,5,0.0,0.0,208,1,0,0,0,4,96000,1
9520,4,115.0,144.0,0,1,0,134,0,5,99000,1
11767,5,0.0,416.0,432,1,0,0,0,5,130500,1
8172,4,0.0,941.0,473,2,0,0,0,5,135000,1
16466,5,0.0,816.0,521,1,0,121,0,4,135500,1
7692,4,0.0,416.0,0,1,0,0,0,11,100000,1
5142,4,0.0,725.0,343,1,0,0,0,6,108000,1
5604,5,0.0,396.0,0,1,0,0,0,4,98000,1
8248,3,0.0,823.0,0,1,0,0,0,9,67000,1
5687,5,0.0,570.0,780,2,0,0,184,3,135900,1
12155,6,0.0,516.0,672,2,0,0,0,3,140000,1
8400,5,0.0,342.0,720,2,1,262,24,7,179500,1
8400,6,0.0,758.0,304,2,1,342,0,6,136500,1
7290,7,174.0,1228.0,0,2,1,0,0,4,168000,1
8525,5,0.0,940.0,940,1,0,0,192,11,130000,1
9842,5,0.0,612.0,1611,3,0,183,0,5,189000,-1
7804,6,0.0,0.0,960,2,2,248,0,7,161900,-1
8969,6,0.0,265.0,644,1,1,0,0,7,145000,1
11526,6,0.0,588.0,748,2,1,431,0,9,191000,1
15576,6,0.0,840.0,840,2,0,0,0,3,177000,1
15564,6,0.0,676.0,588,1,0,424,0,1,147500,1
6292,6,0.0,384.0,0,1,0,0,141,4,91000,1
7609,8,0.0,392.0,714,2,1,85,16,6,231000,1
10480,6,0.0,1064.0,0,1,0,0,0,3,115000,1
9650,6,0.0,784.0,784,1,1,0,217,6,138000,1
7200,7,0.0,776.0,651,1,1,0,0,2,149000,1
11988,6,0.0,389.0,811,1,1,0,0,8,188700,1
11700,5,0.0,336.0,673,2,1,0,40,7,198000,1
9260,5,0.0,884.0,442,1,0,64,0,3,110000,1
7801,6,88.0,591.0,0,1,1,66,105,5,104000,1
9670,8,40.0,398.0,890,1,2,0,0,6,257076,1
14100,8,632.0,536.0,1479,3,2,314,12,5,381000,-1
15660,7,312.0,457.0,817,1,2,0,119,5,311500,1
12392,7,0.0,397.0,943,2,2,0,96,4,263400,1
26073,5,0.0,782.0,0,2,2,0,51,4,236500,1
14778,6,72.0,568.0,0,1,1,108,0,11,224000,1
1879,6,0.0,150.0,516,1,1,213,0,12,116500,1
1950,6,0.0,23.0,840,2,1,161,0,7,151000,1
7000,6,0.0,555.0,0,1,0,0,0,7,126000,1
6000,6,0.0,720.0,330,1,0,0,0,7,120000,1
3636,4,0.0,796.0,0,1,0,0,0,1,55000,1
5890,6,0.0,278.0,0,1,0,0,0,6,120500,1
6900,5,0.0,212.0,0,1,1,0,25,2,120500,1
8155,5,0.0,780.0,420,1,0,0,0,7,119000,1
6000,5,0.0,367.0,564,1,1,0,180,7,126000,1
7392,5,0.0,520.0,0,1,0,0,90,5,99500,1
9000,5,162.0,821.0,804,2,0,0,0,1,165500,1
14584,1,0.0,0.0,0,1,0,0,0,2,13100,1
5280,4,0.0,173.0,536,1,0,0,123,7,89000,1
8500,4,0.0,649.0,668,1,0,0,54,7,40000,1
5150,4,0.0,356.0,378,1,0,0,0,5,80900,1
18000,3,0.0,894.0,0,1,0,0,20,8,81000,1
9000,4,0.0,592.0,432,1,0,0,30,6,65000,1
5587,8,186.0,120.0,0,2,1,162,53,11,392500,1
3843,8,186.0,120.0,0,2,1,162,53,8,294464,1
3811,7,174.0,120.0,0,2,1,128,53,7,250000,1
3842,8,174.0,221.0,0,2,1,128,53,1,275000,1
23730,7,668.0,1140.0,0,3,0,0,46,9,300000,-1
13265,8,148.0,350.0,0,2,2,150,59,7,271000,1
11050,7,0.0,910.0,910,2,1,318,32,9,213000,1
9880,6,0.0,574.0,0,1,1,203,0,7,171000,1
10125,6,0.0,276.0,0,2,2,238,83,2,171500,1
10260,5,0.0,0.0,936,2,0,0,0,11,100000,1
9990,4,0.0,297.0,0,2,1,428,120,7,228500,1
164660,5,0.0,103.0,167,2,2,670,0,8,228950,-1
4084,7,340.0,384.0,0,2,1,240,0,7,241500,1
15498,8,0.0,0.0,0,2,1,0,72,5,287000,1
11563,8,258.0,482.0,0,2,0,0,26,4,294000,1
9520,8,338.0,125.0,0,2,1,192,44,4,293077,1
12852,8,0.0,150.0,860,2,1,0,192,1,264966,1
9802,5,0.0,352.0,730,2,0,100,0,4,172500,1
9735,5,0.0,384.0,640,2,0,100,0,5,167500,1
12018,7,60.0,796.0,816,2,0,0,64,10,218689,1
12890,6,128.0,1495.0,0,2,1,252,0,7,150000,1
12416,6,132.0,0.0,0,2,1,192,0,11,184000,1
18265,6,228.0,276.0,0,2,1,282,0,3,180000,1
10200,6,219.0,678.0,0,2,1,224,0,8,175000,1
11202,8,206.0,403.0,0,2,1,185,95,6,232500,1
7915,6,0.0,443.0,0,2,0,165,52,12,195000,1
12244,8,226.0,611.0,780,2,2,168,0,8,305000,1
11449,8,0.0,873.0,0,2,1,0,276,1,298751,1
11447,8,674.0,393.0,0,2,1,0,265,6,370000,1
8940,7,200.0,35.0,0,2,0,0,0,11,209200,1
7060,7,200.0,35.0,0,2,0,0,0,11,206300,1
9278,5,0.0,1092.0,0,1,0,0,52,2,146000,1
4500,6,197.0,325.0,0,2,0,0,122,4,160500,1
14137,4,98.0,88.0,0,1,0,0,119,11,173000,1
4224,5,0.0,271.0,0,1,0,0,100,6,124000,1
2665,5,0.0,264.0,688,1,1,141,24,6,115000,1
2665,5,0.0,232.0,550,2,1,92,26,5,129500,1
1974,4,0.0,25.0,462,1,0,120,101,6,105000,1
1596,4,0.0,25.0,462,1,1,0,101,7,94900,1
17979,5,0.0,328.0,0,1,0,81,0,2,152500,1
1477,6,0.0,188.0,546,2,0,187,0,3,98000,1
1890,4,0.0,135.0,0,1,0,88,0,6,81000,1
21750,5,0.0,988.0,0,1,0,0,0,2,113000,1
6490,5,0.0,282.0,0,1,0,315,0,4,128500,1
6951,5,0.0,218.0,0,1,0,362,0,10,119500,1
6600,5,0.0,175.0,0,1,1,0,0,10,130500,1
6600,5,0.0,0.0,0,1,0,0,0,6,138000,1
6600,5,0.0,207.0,0,1,0,0,0,7,134500,1
12508,6,0.0,323.0,767,2,0,245,0,7,160000,1
12395,5,0.0,217.0,0,1,0,0,0,4,137500,1
11075,5,232.0,29.0,800,2,1,305,189,9,172000,1
56600,5,0.0,686.0,686,2,0,0,0,1,103000,1
10667,6,302.0,749.0,0,2,1,0,44,3,167300,1
10628,7,0.0,499.0,0,1,1,0,0,4,167000,1
13651,7,1115.0,343.0,0,2,2,300,0,2,244000,1
15865,8,0.0,1043.0,0,2,1,81,207,10,268000,-1
12394,7,0.0,847.0,886,2,1,100,48,10,225000,1
10364,6,0.0,806.0,766,2,1,0,40,5,168000,1
13869,6,0.0,612.0,676,2,0,0,75,7,177000,1
8773,6,0.0,916.0,684,2,1,100,38,8,169000,1
8872,6,0.0,384.0,630,2,1,0,0,3,161500,1
5330,8,0.0,298.0,0,2,0,96,48,8,251000,1
10147,6,32.0,206.0,770,2,1,256,64,3,160000,1
8637,6,0.0,52.0,767,2,1,256,48,4,180000,1
7875,7,0.0,277.0,862,2,0,0,44,8,178750,1
7875,7,38.0,1237.0,0,2,1,220,21,6,176000,1
7500,6,0.0,938.0,1342,3,1,188,30,8,204000,1
9556,7,52.0,1168.0,0,2,0,0,21,8,160000,1
10784,7,76.0,384.0,670,2,1,164,0,5,160000,1
9125,7,170.0,384.0,670,2,1,100,25,7,163900,1
7655,6,0.0,903.0,732,2,1,290,84,7,168000,1
18160,6,138.0,752.0,0,1,1,0,108,3,154204,1
3696,8,0.0,1074.0,0,1,0,0,74,10,170000,1
5062,7,0.0,180.0,900,2,1,219,0,9,207500,1
4740,8,0.0,918.0,0,2,0,0,108,10,182000,1
5118,8,0.0,386.0,0,1,1,0,64,8,212000,1
14157,9,200.0,673.0,0,2,1,178,51,7,377426,1
12328,8,146.0,163.0,1377,3,1,120,32,7,349265,1
51974,9,710.0,1559.0,0,2,2,0,135,6,591587,-1
41600,5,0.0,53.0,0,1,0,144,0,11,155000,1
8035,9,165.0,815.0,0,2,1,0,164,3,319900,1
8089,8,0.0,474.0,0,2,1,140,0,10,392000,1
14082,8,945.0,662.0,0,1,1,390,80,1,441929,1
13870,10,250.0,590.0,0,2,1,240,52,10,455000,1
12546,6,310.0,762.0,0,2,1,0,0,4,182900,1
10960,6,0.0,1028.0,0,2,0,0,0,4,174000,1
12090,6,74.0,585.0,728,3,1,268,112,1,178000,1
12090,7,306.0,404.0,754,2,1,167,72,3,176000,1
12299,7,67.0,201.0,0,2,1,0,0,9,213000,1
11339,7,549.0,22.0,845,2,1,192,72,3,192000,1
11952,7,0.0,808.0,808,2,1,0,0,11,190000,1
12046,6,298.0,692.0,912,2,1,0,224,6,195000,1
10395,6,233.0,427.0,0,2,1,0,0,7,148000,1
11850,6,98.0,372.0,0,2,0,204,103,8,151500,1
11584,7,96.0,114.0,685,2,1,0,88,11,197000,1
10400,6,253.0,356.0,0,2,1,240,141,8,192350,1
10793,5,263.0,0.0,840,2,0,208,0,4,152000,1
13001,6,176.0,1012.0,0,2,1,0,0,9,170000,1
12243,5,0.0,486.0,0,2,1,224,0,2,175000,1
11700,6,365.0,143.0,702,1,1,224,0,6,175000,1
12384,7,233.0,793.0,793,2,1,0,113,11,197900,1
8991,7,130.0,0.0,0,2,1,407,36,2,174000,1
8000,6,0.0,0.0,793,2,1,0,96,11,178900,1
10500,5,82.0,23.0,533,1,0,35,0,12,139000,1
10530,6,0.0,664.0,0,1,0,0,312,3,143250,1
7472,7,138.0,99.0,754,1,0,0,32,6,184000,1
9457,5,0.0,359.0,0,1,0,252,0,9,155000,1
7920,5,32.0,214.0,0,1,0,120,0,10,133000,1
9758,5,0.0,251.0,0,1,0,0,0,7,119500,1
8294,4,0.0,858.0,0,1,0,0,0,6,123000,1
7340,4,0.0,536.0,0,1,0,0,0,6,110000,1
17199,4,0.0,600.0,0,1,0,140,0,7,128000,1
9000,4,0.0,248.0,0,1,0,0,0,5,120500,1
4058,7,182.0,0.0,0,1,0,120,40,6,133000,1
4113,6,0.0,1337.0,0,2,1,136,68,7,155000,1
10943,6,0.0,475.0,0,2,1,0,68,10,177000,1
2205,6,567.0,213.0,567,1,0,144,0,2,113500,1
1890,6,285.0,316.0,546,1,0,144,28,5,113000,1
2058,6,265.0,672.0,546,1,0,0,28,12,113700,1
2016,5,304.0,630.0,672,2,0,0,0,4,106000,1
1920,5,376.0,294.0,600,1,0,240,36,8,122500,1
4928,6,0.0,958.0,0,2,1,0,205,2,128000,1
2308,6,0.0,248.0,744,2,1,48,0,7,155000,1
2304,7,0.0,423.0,0,2,0,108,32,4,142500,1
7150,5,52.0,263.0,0,1,0,0,0,11,129250,1
12469,9,378.0,639.0,0,2,1,186,36,8,356000,1
11694,9,452.0,1774.0,0,2,1,0,108,7,314813,1
12030,8,254.0,1694.0,0,2,0,168,228,12,318000,1
11825,8,302.0,1694.0,0,2,1,0,112,6,322400,1
12085,8,328.0,730.0,0,2,1,0,0,11,318000,1
14333,8,0.0,590.0,0,2,1,130,142,11,345474,1
14450,9,315.0,2121.0,0,2,1,124,98,5,415298,1
13641,9,456.0,630.0,713,2,1,268,58,12,492000,1
13440,8,190.0,1108.0,1402,2,1,120,39,3,338931,1
15431,10,400.0,564.0,0,2,2,188,65,8,450000,1
14154,7,350.0,1063.0,1101,2,1,192,62,8,280000,1
13891,9,456.0,740.0,0,2,2,130,28,10,479069,1
14226,8,375.0,1935.0,0,2,1,315,45,7,395000,1
13693,9,772.0,2153.0,574,2,1,414,84,3,380000,1
11428,8,248.0,1626.0,0,2,1,0,44,5,250000,1
14977,8,304.0,626.0,0,2,1,250,63,7,440000,1
13654,9,365.0,1704.0,1036,2,1,282,55,5,418000,1
17169,10,970.0,636.0,0,2,1,192,30,8,500067,1
16659,8,0.0,1582.0,570,2,1,0,368,6,260116,1
9591,8,344.0,1143.0,1330,2,1,192,151,10,317000,1
9709,8,120.0,140.0,1142,2,2,172,104,9,319500,1
10562,8,300.0,294.0,551,1,1,178,120,11,325624,1
13615,9,510.0,1802.0,0,2,1,158,105,6,372000,1
13069,8,502.0,1706.0,1238,2,1,194,50,8,342000,1
12099,8,388.0,166.0,1332,2,1,184,154,6,354000,1
14277,8,280.0,379.0,1168,2,1,192,228,1,350000,1
11999,8,340.0,1181.0,1140,2,1,104,100,5,285000,1
12568,8,246.0,226.0,923,2,1,196,104,8,281500,1
9926,7,210.0,436.0,0,2,0,100,38,5,245700,1
9254,8,210.0,1602.0,0,2,0,168,27,1,232698,1
10732,8,0.0,1298.0,530,2,0,0,40,2,250000,1
7577,6,256.0,1342.0,0,2,1,192,28,6,194700,1
3901,6,182.0,436.0,0,1,1,110,50,8,204000,1
3903,6,182.0,272.0,0,1,1,110,50,5,200000,1
6289,6,256.0,600.0,0,2,1,192,28,6,207000,1
4590,8,108.0,1530.0,0,2,1,156,73,8,209500,1
4590,8,108.0,1530.0,0,2,1,156,73,5,209500,1
6442,8,178.0,1346.0,0,2,1,120,49,10,202500,1
7841,9,394.0,729.0,0,2,1,203,39,5,280000,1
7313,9,246.0,408.0,0,2,1,203,47,8,277500,1
7820,9,362.0,1869.0,0,2,1,210,54,12,318061,1
6240,8,176.0,1300.0,0,2,1,0,38,9,221370,1
3242,7,235.0,405.0,0,2,1,136,36,3,200000,1
15810,6,0.0,768.0,728,3,0,100,0,5,181755,1
10237,6,0.0,768.0,768,2,1,100,38,6,176000,1
10237,6,0.0,783.0,701,2,1,0,72,7,178900,1
13204,7,44.0,608.0,850,2,0,100,33,5,168165,1
8857,6,0.0,738.0,757,2,1,100,30,3,171925,1
9729,6,0.0,698.0,1048,2,1,0,34,6,198444,1
12216,6,0.0,408.0,0,2,0,120,23,6,203000,1
9018,7,0.0,728.0,728,2,1,100,24,7,179540,1
8993,7,0.0,1302.0,0,2,0,0,22,8,176485,1
8899,7,0.0,1316.0,0,2,0,100,30,8,181134,1
8499,6,0.0,616.0,796,2,1,0,36,3,156932,1
8229,6,22.0,752.0,752,2,0,100,32,12,166000,1
7713,7,16.0,728.0,728,2,0,100,24,7,177594,1
7697,7,0.0,1246.0,0,2,0,0,0,8,173500,1
3922,7,72.0,1258.0,0,2,1,144,16,6,172500,1
3922,7,72.0,1258.0,0,0,1,120,16,2,194201,1
3621,8,72.0,322.0,0,2,1,143,20,11,226500,1
3710,7,16.0,1266.0,0,2,1,100,16,8,185485,1
14572,7,0.0,230.0,0,2,1,144,36,11,259000,1
16219,7,0.0,56.0,0,2,0,100,24,4,188500,1
11084,7,0.0,192.0,630,2,1,100,0,6,175000,1
11796,7,0.0,847.0,1112,2,1,100,48,7,215000,1
10936,7,0.0,1510.0,0,2,1,100,18,4,206580,1
8244,7,0.0,840.0,880,2,1,100,48,5,183500,1
11950,7,7.333333333333333,384.0,640,2,1,100,0,10,165500,1
7875,7,16.0,847.0,1101,2,1,0,48,7,211000,1
8063,6,0.0,924.0,742,2,1,100,48,11,181000,1
8740,7,0.0,280.0,1131,2,1,264,48,7,219500,1
7917,6,0.0,953.0,694,2,1,0,40,8,175000,1
9967,7,0.0,384.0,656,2,1,100,0,12,170000,1
7750,7,0.0,660.0,660,2,0,0,48,8,162000,1
9487,6,0.0,395.0,750,2,1,0,50,6,187000,1
9649,6,0.0,941.0,683,2,1,460,42,5,185000,1
15623,10,0.0,300.0,2065,3,2,171,78,7,745000,-1
12191,8,515.0,598.0,772,2,2,76,61,6,384500,1
11000,8,72.0,969.0,1288,2,1,0,56,6,248000,1
11400,10,705.0,1351.0,0,2,2,314,140,3,466500,-1
10557,9,422.0,736.0,1407,2,1,108,87,7,410000,1
11002,8,0.0,341.0,1171,2,1,286,60,1,322500,1
10790,7,275.0,1066.0,1277,2,1,120,38,5,252000,1
21535,10,1170.0,989.0,1872,3,2,382,50,1,755000,-1
9920,7,0.0,255.0,886,2,1,180,130,6,269790,1
11787,7,594.0,660.0,1015,2,1,239,60,8,315750,1
9950,7,290.0,638.0,1306,2,1,224,114,6,290000,1
12257,8,513.0,1198.0,1203,2,1,222,98,11,290000,1
12692,8,0.0,1969.0,0,3,1,264,75,5,430000,-1
11762,8,309.0,770.0,1097,2,1,0,65,9,263000,1
9044,8,526.0,100.0,1203,2,1,198,92,5,330000,1
9910,7,0.0,1369.0,0,2,0,0,203,9,213133,1
11830,8,164.0,322.0,0,2,1,168,110,7,260261,1
11670,9,302.0,1905.0,0,2,1,0,191,3,320000,1
15256,8,84.0,556.0,0,2,0,168,160,8,282922,1
10612,8,248.0,1496.0,0,2,1,168,46,1,215000,1
12291,10,754.0,394.0,0,2,1,76,52,10,419005,1
13501,8,208.0,1560.0,0,2,1,0,60,6,255000,1
9986,8,428.0,1795.0,0,2,1,0,49,2,147000,1
9965,7,429.0,1528.0,0,3,1,0,228,9,235876,1
9416,7,205.0,600.0,0,2,1,171,138,9,311872,1
9849,7,0.0,1689.0,0,2,0,0,56,6,248328,1
10000,8,410.0,1588.0,0,2,1,144,45,12,227000,1
8847,8,148.0,769.0,0,2,0,146,40,12,260000,1
9158,8,140.0,1496.0,0,2,0,168,130,6,225000,1
8251,7,143.0,716.0,0,2,1,192,35,4,249000,1
10084,8,186.0,317.0,0,2,1,255,57,8,307000,1
9605,7,0.0,982.0,995,2,0,240,53,7,250000,1
8778,8,0.0,1302.0,528,2,0,0,40,3,221300,1
8640,8,0.0,1314.0,0,2,0,0,141,11,208900,1
9000,7,0.0,1335.0,0,2,0,0,210,6,210400,1
8640,8,0.0,546.0,896,2,0,184,96,11,255000,1
10411,5,0.0,725.0,863,3,0,0,0,7,212109,1
9000,8,0.0,1088.0,871,2,1,208,46,12,270000,1
9000,8,0.0,1120.0,1426,2,1,208,364,8,303477,1
12217,8,0.0,210.0,925,2,1,168,127,12,310013,1
11096,8,0.0,1632.0,0,2,0,0,146,7,249700,1
10207,7,0.0,874.0,887,3,0,144,105,8,227875,1
10440,8,0.0,1574.0,0,2,1,0,256,5,261329,1
11824,8,298.0,1685.0,0,2,1,112,63,4,253000,1
10625,6,353.0,1158.0,1285,2,1,193,127,6,265000,1
11143,8,0.0,1580.0,886,3,1,159,214,12,340000,1
7500,6,0.0,1100.0,0,1,0,0,136,6,146000,1
7500,7,0.0,1143.0,0,1,0,0,55,10,147000,1
12450,5,126.0,365.0,0,1,0,0,0,5,149000,1
7441,7,170.0,1461.0,0,2,0,0,32,6,181000,1
8462,6,105.0,114.0,785,2,0,300,87,7,201000,1
11613,6,0.0,384.0,900,2,0,144,85,5,191750,1
8450,7,108.0,1349.0,0,2,0,120,55,12,179000,1
16196,7,0.0,39.0,0,2,1,402,25,8,215000,1
8012,6,0.0,1145.0,0,2,0,0,0,7,179200,1
8012,6,0.0,630.0,636,1,2,340,0,7,128000,1
9180,5,0.0,0.0,0,1,0,240,0,12,144000,1
8400,5,320.0,0.0,0,2,2,0,0,10,144000,1
6285,5,0.0,405.0,0,1,0,192,0,3,120750,1
8480,5,0.0,340.0,0,1,0,0,24,7,132500,1
7420,5,0.0,640.0,0,1,0,0,0,4,132000,1
7758,5,0.0,411.0,0,1,0,0,132,3,132500,1
6970,4,0.0,108.0,0,1,0,168,0,5,129000,1
13673,5,0.0,1140.0,0,1,1,0,30,3,143900,1
7476,5,0.0,228.0,0,1,0,188,0,6,145000,1
9945,5,57.0,161.0,0,1,0,0,0,10,128500,1
6173,5,75.0,277.0,0,1,0,0,0,8,125500,1
19522,7,272.0,496.0,1232,2,1,0,99,2,300000,1
17542,7,0.0,36.0,651,2,2,220,47,7,294000,1
10751,5,44.0,250.0,0,1,0,136,47,8,129000,1
16647,5,0.0,0.0,0,2,2,0,0,1,171000,1
12712,6,0.0,76.0,0,1,1,455,0,1,147000,1
